Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,AvgMonthlySpend,NumServices,StreamingBundleCount,PhoneBundleCount,HasInternet,Is_Electronic_Check,Churn Value
No,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,25.10666666666667,2,0,2,0,0,0
No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.95,20.95,20.95,1,0,1,0,0,1
Yes,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,One year,Yes,Bank transfer (automatic),101.4,6176.6,102.94333333333334,5,2,2,1,0,0
No,Yes,No,23,Yes,No,DSL,Yes,Yes,No,Yes,One year,Yes,Mailed check,57.75,1282.85,55.77608695652174,4,0,1,1,0,0
No,Yes,No,43,No,No phone service,DSL,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.25,2151.6,50.03720930232558,4,1,0,1,0,0
No,No,No,3,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,141.5,47.166666666666664,1,0,1,1,1,1
No,No,No,9,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,190.25,21.13888888888889,0,0,0,1,1,0
No,No,No,49,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Yes,Bank transfer (automatic),100.6,5069.65,103.46224489795918,5,2,2,1,0,1
No,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,58.39295774647887,5,2,0,1,0,0
No,No,No,4,No,No phone service,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.05,162.45,40.6125,2,1,0,1,1,0
No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,369.05,21.708823529411767,1,0,1,0,0,0
No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Yes,Electronic check,85.25,6083.1,84.48750000000001,7,2,2,1,1,0
No,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,13.828571428571427,1,0,1,0,0,0
No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,No,Electronic check,100.45,7159.7,100.84084507042253,6,1,2,1,1,0
No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,109.6186567164179,7,2,2,1,0,0
Yes,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,2067.0,79.5,3,1,1,1,0,0
No,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.5,4707.1,100.15106382978725,5,2,2,1,1,0
No,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),40.4,422.6,38.41818181818182,3,0,0,1,0,0
No,No,No,10,Yes,No,DSL,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,49.21,1,0,1,1,0,0
No,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),99.85,1992.55,94.88333333333333,5,2,2,1,0,0
No,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Electronic check,100.55,4398.15,99.95795454545454,5,2,1,1,1,1
No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,2407.3,100.30416666666667,5,2,2,1,1,1
No,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1651.95,86.94473684210527,4,0,2,1,1,0
No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.2,7209.0,101.53521126760563,6,1,1,1,0,0
No,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,87.02786885245901,8,2,2,1,1,0
No,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Month-to-month,No,Electronic check,35.75,1022.5,39.32692307692308,2,0,0,1,1,0
No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,69.80347222222223,5,1,2,1,0,0
No,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,83.4,2,0,1,1,0,1
No,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.3,676.35,27.054000000000002,2,0,2,0,0,1
No,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,103.75769230769231,6,2,2,1,0,0
No,No,No,18,No,No phone service,DSL,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),33.5,600.0,33.333333333333336,2,0,0,1,0,1
Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,75.78125,2,0,2,1,1,1
No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.95,7114.25,98.80902777777777,6,1,2,1,0,0
No,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.25,512.45,102.49000000000001,4,2,1,1,1,1
No,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),103.95,5639.05,104.42685185185185,6,2,2,1,0,1
No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.3,781.4,86.82222222222222,3,1,1,1,0,0
Yes,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,94.5,3105.55,94.10757575757576,4,2,2,1,1,1
No,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,865.1,86.51,4,2,1,1,0,0
Yes,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,76.08359375,6,1,2,1,0,0
No,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),91.5,242.95,80.98333333333333,4,1,2,1,0,1
No,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Mailed check,99.95,1132.75,94.39583333333333,5,2,2,1,0,1
No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,331.6,22.10666666666667,1,0,1,0,0,0
No,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,One year,Yes,Credit card (automatic),70.55,3420.5,71.26041666666667,5,1,2,1,0,0
No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,70.6,1,0,1,1,1,1
No,No,No,7,No,No phone service,DSL,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.1,293.3,41.9,2,1,0,1,0,1
No,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),60.45,1440.75,60.03125,4,0,1,1,0,0
No,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),83.5,5435.0,86.26984126984127,7,2,2,1,0,0
No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,85.17999999999999,3,1,1,1,0,1
No,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.1,3238.4,67.46666666666667,5,1,1,1,0,0
No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1502.25,20.864583333333332,1,0,1,0,0,0
No,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.15,1789.25,94.17105263157895,5,1,2,1,1,1
No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,95.2,292.85,97.61666666666667,4,2,2,1,1,1
Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,92.5,3473.4,93.87567567567568,4,2,2,1,1,1
Yes,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.85,1531.4,109.38571428571429,6,2,2,1,1,1
No,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),80.1,2211.8,76.26896551724138,6,2,2,1,0,0
No,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,4904.2,106.61304347826086,6,2,1,1,0,0
No,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),87.15,2274.1,87.46538461538461,4,0,1,1,0,0
No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,1032.05,21.062244897959182,1,0,1,0,0,0
No,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,79.61749999999999,3,0,2,1,1,1
No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,22.316666666666666,1,0,1,0,0,0
No,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,875.55,21.35487804878049,1,0,1,0,0,0
No,No,No,3,Yes,No,DSL,No,No,No,No,Month-to-month,No,Mailed check,54.65,189.1,63.03333333333333,2,1,1,1,0,0
No,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),61.3,3346.8,59.76428571428572,4,0,1,1,0,0
No,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.35,3858.05,85.73444444444445,7,2,1,1,0,0
No,No,No,20,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),64.4,1398.6,69.92999999999999,4,1,1,1,0,0
Yes,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,No,Electronic check,111.65,7943.45,110.32569444444444,7,2,2,1,1,0
No,No,No,67,No,No phone service,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.4,3579.15,53.420149253731346,4,2,0,1,0,0
No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,20.3,1,0,1,0,0,0
No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,44.1,1,0,1,1,1,1
No,No,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.45,2156.25,69.55645161290323,6,1,1,1,0,0
Yes,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.0,1237.85,95.21923076923076,5,2,1,1,1,1
No,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,Month-to-month,Yes,Mailed check,31.0,95.05,31.683333333333334,1,0,0,1,0,1
No,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.5,272.0,19.428571428571427,1,0,1,0,0,0
No,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,104.25,6812.95,104.81461538461538,6,2,2,1,1,0
No,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),72.0,4284.2,69.1,5,1,1,1,0,0
No,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.65,820.5,102.5625,5,2,2,1,1,1
Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,104.11969696969696,5,2,2,1,0,1
No,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.0,5265.2,73.12777777777778,6,1,1,1,0,0
No,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),67.65,2339.3,68.8029411764706,5,1,1,1,0,0
Yes,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,103.05909090909091,6,2,2,1,0,1
No,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,498.1,20.754166666666666,1,0,1,0,0,0
No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.4,4820.55,79.02540983606558,7,1,2,1,1,0
No,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.9,3771.5,78.57291666666667,6,2,1,1,0,0
No,No,No,40,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.1,2092.9,52.322500000000005,2,0,1,1,1,0
Yes,No,No,40,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,91.55,3673.6,91.84,3,2,1,1,1,0
No,Yes,No,51,Yes,No,DSL,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,77.77058823529413,5,2,1,1,0,0
No,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),54.1,3794.5,55.8014705882353,4,2,0,1,0,0
No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,17.21,1,0,1,0,0,0
No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,71.35,71.35,71.35,1,0,1,1,1,1
Yes,No,No,38,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,59.227631578947374,3,0,1,1,0,1
No,No,Yes,17,Yes,No,DSL,No,Yes,Yes,Yes,One year,No,Electronic check,80.85,1445.95,85.05588235294118,6,2,1,1,1,0
No,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.3,1447.9,20.984057971014494,1,0,1,0,0,0
Yes,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.7,1294.6,71.92222222222222,2,0,1,1,1,0
No,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,104.55185185185185,6,2,2,1,0,0
Yes,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1672.15,24.957462686567165,2,0,2,0,0,0
No,Yes,No,32,Yes,Yes,DSL,Yes,No,No,Yes,One year,Yes,Credit card (automatic),72.8,2333.05,72.9078125,5,1,2,1,0,0
No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),69.85,5102.35,70.86597222222223,6,0,2,1,0,0
No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1430.95,21.357462686567164,1,0,1,0,0,0
No,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Two year,No,Bank transfer (automatic),82.5,4828.05,83.24224137931034,3,1,2,1,0,0
No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.75,7758.9,107.76249999999999,7,2,2,1,0,0
No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,20.45,1,0,1,0,0,0
No,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,84.94779411764705,6,2,1,1,0,0
No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Electronic check,105.0,7297.75,105.76449275362319,6,2,2,1,1,0
Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,95.1,95.1,95.1,4,2,2,1,1,1
No,No,No,23,Yes,No,DSL,No,Yes,Yes,No,One year,No,Bank transfer (automatic),55.8,1327.85,57.73260869565217,3,0,1,1,0,0
No,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,80.39718309859154,7,1,2,1,0,0
No,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1253.65,20.220161290322583,1,0,1,0,0,0
No,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,784.25,21.195945945945947,1,0,1,0,0,0
No,No,No,37,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9,68.9972972972973,1,0,1,1,0,0
No,Yes,Yes,4,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,44.8,169.65,42.4125,1,0,1,1,1,0
No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,75.1,2,0,2,1,1,0
No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,509.3,18.862962962962964,1,0,1,0,0,0
No,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,70.98571428571428,2,0,1,1,0,1
No,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,777.35,19.43375,1,0,1,0,0,0
No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,One year,Yes,Mailed check,62.1,1096.65,64.50882352941177,4,0,2,1,0,0
No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,340.85,85.2125,2,1,1,1,1,1
Yes,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),105.35,7511.9,107.31285714285714,6,2,1,1,0,0
No,Yes,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,45.85,1,0,1,1,0,1
No,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,No,Credit card (automatic),85.7,256.75,85.58333333333333,3,1,1,1,0,0
No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),106.3,7565.35,105.07430555555555,6,2,2,1,0,0
Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.3,2357.75,81.30172413793103,3,1,2,1,1,0
Yes,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,One year,Yes,Electronic check,56.45,3985.35,56.131690140845066,4,2,0,1,1,0
No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,310.6,18.27058823529412,1,0,1,0,0,0
No,No,No,14,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.75,712.75,50.910714285714285,3,2,0,1,1,1
No,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,One year,Yes,Electronic check,65.65,3094.65,64.471875,4,1,1,1,1,0
No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,70.25,1,0,1,1,1,1
No,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,329.75,19.397058823529413,1,0,1,0,0,0
No,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,73.81666666666666,2,0,2,1,0,1
No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,105.4,6989.45,104.32014925373134,6,2,2,1,1,0
No,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,3769.7,81.95,3,0,2,1,0,0
Yes,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.45,1200.15,100.0125,5,2,2,1,1,1
No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,6287.3,88.55352112676057,8,2,2,1,0,0
No,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,486.2,21.139130434782608,1,0,1,0,0,0
No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,78.2,1468.75,81.59722222222223,3,0,1,1,1,0
No,No,No,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,48.55,2,0,1,1,0,1
Yes,No,No,43,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,89.55,3856.75,89.69186046511628,3,2,1,1,0,1
Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Yes,Electronic check,106.8,7623.2,107.36901408450704,6,2,2,1,1,0
No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),107.45,7658.3,106.36527777777778,7,1,2,1,0,0
No,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.7,521.0,52.1,5,1,0,1,0,0
No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,44.2,22.1,1,0,1,0,0,0
No,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.95,1014.25,24.148809523809526,2,0,2,0,1,0
No,No,No,1,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,50.15,50.15,2,0,2,1,1,0
Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,66.96000000000001,2,0,2,1,1,1
No,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Two year,Yes,Mailed check,69.7,3729.6,70.36981132075472,5,1,1,1,0,0
No,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,One year,Yes,Electronic check,104.85,3887.25,102.29605263157895,6,2,2,1,1,0
No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,810.45,19.76707317073171,1,0,1,0,0,0
No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,20.157142857142855,1,0,1,0,0,0
No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,103.29875,6,2,2,1,0,1
No,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,77.56590909090909,2,1,1,1,0,0
Yes,No,No,37,No,No phone service,DSL,No,Yes,Yes,No,Month-to-month,No,Electronic check,36.65,1315.0,35.54054054054054,2,0,0,1,1,0
Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Credit card (automatic),88.3,2467.75,91.39814814814815,4,1,2,1,0,1
No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),104.8,7470.1,103.7513888888889,6,2,2,1,0,0
No,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),102.35,3626.1,103.60285714285715,5,2,1,1,0,1
Yes,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Credit card (automatic),101.55,5070.4,103.47755102040816,5,2,2,1,0,0
No,No,No,34,Yes,No,DSL,Yes,Yes,No,No,One year,No,Electronic check,64.35,2053.05,60.38382352941177,4,1,1,1,1,0
No,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,93.35,1444.65,96.31,4,2,2,1,1,1
Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.4,7035.6,105.0089552238806,7,1,2,1,0,0
No,No,No,31,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.25,1715.65,55.343548387096774,3,0,1,1,1,1
No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,One year,No,Credit card (automatic),70.75,2921.75,73.04375,5,1,2,1,0,0
No,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,One year,Yes,Electronic check,84.6,4449.75,83.95754716981132,7,2,2,1,1,0
No,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,One year,No,Electronic check,64.75,4039.5,67.325,5,0,2,1,1,0
No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,24.87222222222222,2,0,2,0,0,0
No,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,104.64275362318841,6,2,2,1,0,1
No,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),59.9,3505.1,60.432758620689654,4,0,2,1,0,0
No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.1,1087.7,19.082456140350878,1,0,1,0,0,0
No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.95,1378.25,86.140625,3,1,2,1,1,1
Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,106.84772727272727,7,2,2,1,0,0
No,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,80.61399999999999,3,0,1,1,0,1
No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75,18.775,1,0,1,0,0,0
